id,type,slug,title,url,httpStatus,finalUrl,hops,isLoop,redirectChain
1903,article,"coronavirus-employers-guide","מדריך למעסיק חל&quot;ת ופיטורי עובדים | עורך דין דיני עבודה לייצוג מעסיקים","https://jus-tice.co.il/coronavirus-employers-guide/",200,"https://jus-tice.co.il/coronavirus-employers-guide/",0,false,"https://jus-tice.co.il/coronavirus-employers-guide/"
1884,article,"regulations-1884","נגיף הקורונה: בג&quot;צ קובע צו ביניים כנגד תקנות שעת חירום מעקב שב&quot;כ ומשטרה על טלפונים","https://jus-tice.co.il/regulations-1884/",200,"https://jus-tice.co.il/regulations-1884/",0,false,"https://jus-tice.co.il/regulations-1884/"
1879,article,"regulations-1879","נגיף הקורונה: תקנות שעת חירום הגבלת פעילות","https://jus-tice.co.il/regulations-1879/",200,"https://jus-tice.co.il/regulations-1879/",0,false,"https://jus-tice.co.il/regulations-1879/"
1861,article,"law-1861","קורונה &#8211; מתן שירותים קיומיים: החלת פרק ד' לחוק שירות עבודה בשעת חירום","https://jus-tice.co.il/law-1861/",200,"https://jus-tice.co.il/law-1861/",0,false,"https://jus-tice.co.il/law-1861/"
1858,article,"article-1858","היועמ&quot;ש אישר תחליף גנרי לקלטרה תרופה אנטי ויראלית לטיפול אפשרי בנגיף הקורונה","https://jus-tice.co.il/article-1858/",200,"https://jus-tice.co.il/article-1858/",0,false,"https://jus-tice.co.il/article-1858/"
1852,article,"article-1852","תגובת היועמ&quot;ש: שימוש שב&quot;כ באמצעים טכנולוגיים במסגרת המאבק בהתפשטות נגיף הקורונה","https://jus-tice.co.il/article-1852/",200,"https://jus-tice.co.il/article-1852/",0,false,"https://jus-tice.co.il/article-1852/"
1827,article,"article-1827","נגיף הקורונה: הודעה על מתן היתר כללי להעסקת עובדים בשעות נוספות","https://jus-tice.co.il/article-1827/",200,"https://jus-tice.co.il/article-1827/",0,false,"https://jus-tice.co.il/article-1827/"
1821,article,"18-03-2020","הודעה על קביעת מקום לבידוד 18/03/2020","https://jus-tice.co.il/18-03-2020/",200,"https://jus-tice.co.il/18-03-2020/",0,false,"https://jus-tice.co.il/18-03-2020/"
1819,article,"ruling-alimony-new-919-15","בע״ם 919/15 | הלכת המזונות החדשה","https://jus-tice.co.il/ruling-alimony-new-919-15/",200,"https://jus-tice.co.il/ruling-alimony-new-919-15/",0,false,"https://jus-tice.co.il/ruling-alimony-new-919-15/"
1809,article,"regulations-2020-1809","תקנות חירום קורונה 2020: היתר לשב&quot;כ לאסוף מידע מטלפונים","https://jus-tice.co.il/regulations-2020-1809/",200,"https://jus-tice.co.il/regulations-2020-1809/",0,false,"https://jus-tice.co.il/regulations-2020-1809/"
1804,article,"criminal-law-lawyer-arrest-courts","הוראות חירום נגיף הקורונה: מניעת כניסת מבקרים ועורך דין פלילי למקומות מעצר ובתי סוהר","https://jus-tice.co.il/criminal-law-lawyer-arrest-courts/",200,"https://jus-tice.co.il/criminal-law-lawyer-arrest-courts/",0,false,"https://jus-tice.co.il/criminal-law-lawyer-arrest-courts/"
1802,article,"law-2002","חוק שירות הביטחון הכללי, התשס״ב &#8211; 2002","https://jus-tice.co.il/law-2002/",200,"https://jus-tice.co.il/law-2002/",0,false,"https://jus-tice.co.il/law-2002/"
1783,article,"tax-validity-certifications","הקלות מס &#8211; וירוס קורונה: הארכת תוקף אישורי ניכוי מס במקור","https://jus-tice.co.il/tax-validity-certifications/",200,"https://jus-tice.co.il/tax-validity-certifications/",0,false,"https://jus-tice.co.il/tax-validity-certifications/"
1770,article,"courts","בתי משפט: נוהל חיסיון תיקים","https://jus-tice.co.il/courts/",200,"https://jus-tice.co.il/courts/",0,false,"https://jus-tice.co.il/courts/"
